Date,Share Price,NAV,Discount
7/15/2022 ,$23.25 ,$22.80 ,1.97%
7/14/2022 ,$22.80 ,$22.38 ,1.88%
7/13/2022 ,$22.67 ,$22.39 ,1.25%
07/12/2022,$22.69 ,$22.39 ,1.34%
07/11/2022,$22.76 ,$22.48 ,1.25%
07/08/2022,$23.03 ,$22.73 ,1.32%
07/07/2022,$23.17 ,$22.73 ,1.94%
07/06/2022,$22.80 ,$22.42 ,1.69%
07/05/2022,$22.48 ,$22.35 ,0.58%
07/01/2022,$22.23 ,$22.10 ,0.59%
6/30/2022 ,$21.84 ,$22.00 ,-0.73%
6/29/2022 ,$22.28 ,$22.21 ,0.32%
6/28/2022 ,$22.11 ,$22.17 ,-0.27%
6/27/2022 ,$22.58 ,$22.56 ,0.09%
6/24/2022 ,$22.69 ,$22.67 ,0.09%
6/23/2022 ,$21.98 ,$22.16 ,-0.81%
6/22/2022 ,$21.74 ,$21.96 ,-1.00%
6/21/2022 ,$21.73 ,$21.97 ,-1.09%
6/17/2022 ,$21.34 ,$21.53 ,-0.88%
6/16/2022 ,$21.14 ,$21.28 ,-0.66%
6/15/2022 ,$22.32 ,$22.17 ,0.68%
6/14/2022 ,$22.14 ,$21.64 ,2.31%
6/13/2022 ,$22.80 ,$22.07 ,3.31%
06/10/2022,$23.77 ,$22.96 ,3.53%
06/09/2022,$24.16 ,$23.55 ,2.59%
06/08/2022,$24.46 ,$23.96 ,2.09%
06/07/2022,$24.60 ,$24.08 ,2.16%
06/06/2022,$24.48 ,$23.97 ,2.13%
06/03/2022,$24.27 ,$23.87 ,1.68%
06/02/2022,$24.77 ,$24.26 ,2.10%
06/01/2022,$24.36 ,$23.88 ,2.01%
5/31/2022 ,$24.24 ,$23.96 ,1.17%
5/27/2022 ,$24.46 ,$23.94 ,2.17%
5/26/2022 ,$24.03 ,$23.45 ,2.47%
5/25/2022 ,$23.24 ,$23.03 ,0.91%
5/24/2022 ,$23.10 ,$22.75 ,1.54%
5/23/2022 ,$23.29 ,$23.14 ,0.65%
5/20/2022 ,$23.21 ,$22.92 ,1.27%
5/19/2022 ,$23.36 ,$22.98 ,1.65%
5/18/2022 ,$23.56 ,$23.12 ,1.90%
5/17/2022 ,$24.30 ,$24.29 ,0.04%
5/16/2022 ,$23.82 ,$23.65 ,0.72%
5/13/2022 ,$23.90 ,$23.91 ,-0.04%
05/12/2022,$23.15 ,$23.11 ,0.17%
05/11/2022,$23.73 ,$23.17 ,2.42%
05/10/2022,$24.18 ,$23.90 ,1.17%
05/09/2022,$23.96 ,$23.63 ,1.40%
05/06/2022,$24.70 ,$24.56 ,0.57%
05/05/2022,$25.16 ,$24.76 ,1.62%
05/04/2022,$25.94 ,$26.00 ,-0.23%
05/03/2022,$25.38 ,$25.21 ,0.67%
05/02/2022,$25.11 ,$25.18 ,-0.28%
4/29/2022 ,$25.03 ,$24.76 ,1.09%
4/28/2022 ,$25.69 ,$25.88 ,-0.73%
4/27/2022 ,$25.20 ,$25.01 ,0.76%
4/26/2022 ,$25.85 ,$25.04 ,3.23%
4/25/2022 ,$26.10 ,$25.93 ,0.66%
4/22/2022 ,$26.40 ,$25.58 ,3.21%
4/21/2022 ,$26.77 ,$26.19 ,2.21%
4/20/2022 ,$26.95 ,$26.53 ,1.58%
4/19/2022 ,$26.96 ,$26.79 ,0.63%
4/18/2022 ,$26.41 ,$26.29 ,0.46%
4/14/2022 ,$26.46 ,$26.21 ,0.95%
4/13/2022 ,$26.59 ,$26.79 ,-0.75%
04/12/2022,$26.43 ,$26.32 ,0.42%
04/11/2022,$27.04 ,$26.40 ,2.42%
04/08/2022,$27.42 ,$26.90 ,1.93%
04/07/2022,$27.48 ,$27.09 ,1.44%
04/06/2022,$27.66 ,$27.05 ,2.26%
04/05/2022,$28.12 ,$27.48 ,2.33%
04/04/2022,$28.77 ,$27.84 ,3.34%
04/01/2022,$28.65 ,$27.50 ,4.18%
3/31/2022 ,$28.45 ,$27.40 ,3.83%
3/30/2022 ,$28.57 ,$27.73 ,3.03%
3/29/2022 ,$28.53 ,$27.98 ,1.97%
3/28/2022 ,$28.07 ,$27.72 ,1.26%
3/25/2022 ,$27.94 ,$27.46 ,1.75%
3/24/2022 ,$28.07 ,$27.45 ,2.26%
3/23/2022 ,$27.45 ,$27.02 ,1.59%
3/22/2022 ,$27.14 ,$27.28 ,-0.51%
3/21/2022 ,$27.04 ,$26.91 ,0.48%
3/18/2022 ,$26.88 ,$26.98 ,-0.37%
3/17/2022 ,$26.35 ,$26.40 ,-0.20%
3/16/2022 ,$25.53 ,$26.12 ,-2.26%
3/15/2022 ,$24.91 ,$25.27 ,-1.42%
3/14/2022 ,$24.80 ,$24.51 ,1.18%
03/11/2022,$25.56 ,$25.45 ,0.43%
03/10/2022,$25.56 ,$25.92 ,-1.39%
03/09/2022,$25.72 ,$26.11 ,-1.49%
03/08/2022,$25.24 ,$25.28 ,-0.16%
03/07/2022,$25.20 ,$25.32 ,-0.47%
03/04/2022,$26.03 ,$26.24 ,-0.80%
03/03/2022,$26.40 ,$26.52 ,-0.45%
03/02/2022,$26.33 ,$26.78 ,-1.68%
03/01/2022,$25.76 ,$26.37 ,-2.31%
2/28/2022 ,$25.87 ,$26.76 ,-3.33%
2/25/2022 ,$25.95 ,$26.69 ,-2.77%
2/24/2022 ,$25.38 ,$26.35 ,-3.68%
2/23/2022 ,$24.79 ,$25.63 ,-3.28%
2/22/2022 ,$25.25 ,$26.17 ,-3.52%
2/18/2022 ,$25.78 ,$26.43 ,-2.46%
2/17/2022 ,$26.18 ,$26.74 ,-2.09%
2/16/2022 ,$26.79 ,$27.51 ,-2.64%
2/15/2022 ,$26.59 ,$27.50 ,-3.31%
2/14/2022 ,$26.13 ,$26.88 ,-2.79%
02/11/2022,$26.40 ,$26.85 ,-1.68%
02/10/2022,$27.23 ,$27.53 ,-1.09%
02/09/2022,$27.72 ,$28.02 ,-1.09%
02/08/2022,$27.20 ,$27.64 ,-1.59%
02/07/2022,$27.03 ,$27.34 ,-1.13%
02/04/2022,$27.11 ,$27.52 ,-1.49%
02/03/2022,$26.86 ,$27.08 ,-0.81%
02/02/2022,$27.71 ,$28.20 ,-1.74%
02/01/2022,$27.57 ,$27.90 ,-1.18%
1/31/2022 ,$27.34 ,$27.86 ,-1.87%
1/28/2022 ,$26.47 ,$27.20 ,-2.68%
1/27/2022 ,$25.96 ,$26.38 ,-1.59%
1/26/2022 ,$26.04 ,$26.71 ,-2.51%
1/25/2022 ,$25.75 ,$26.61 ,-3.23%
1/24/2022 ,$25.86 ,$27.14 ,-4.72%
1/21/2022 ,$25.63 ,$26.97 ,-4.97%
