Date,Share Price,NAV,Discount
09/05/2024,$34.08 ,$35.91 ,-5.10%
09/04/2024,$33.98 ,$35.86 ,-5.24%
09/03/2024,$34.27 ,$35.99 ,-4.78%
8/30/2024 ,$35.21 ,$37.27 ,-5.53%
8/29/2024 ,$35.08 ,$36.85 ,-4.80%
8/28/2024 ,$34.74 ,$37.03 ,-6.18%
8/27/2024 ,$35.10 ,$37.42 ,-6.20%
8/26/2024 ,$35.01 ,$37.34 ,-6.24%
8/23/2024 ,$35.26 ,$37.77 ,-6.65%
8/22/2024 ,$34.81 ,$37.43 ,-7.00%
8/21/2024 ,$35.37 ,$38.02 ,-6.97%
8/20/2024 ,$35.28 ,$37.83 ,-6.74%
8/19/2024 ,$35.29 ,$37.88 ,-6.84%
8/16/2024 ,$34.68 ,$37.45 ,-7.40%
8/15/2024 ,$34.95 ,$37.37 ,-6.48%
8/14/2024 ,$34.37 ,$36.85 ,-6.73%
8/13/2024 ,$34.29 ,$36.67 ,-6.49%
08/12/2024,$34.18 ,$35.87 ,-4.71%
08/09/2024,$34.61 ,$35.67 ,-2.97%
08/08/2024,$34.38 ,$35.58 ,-3.37%
08/07/2024,$33.72 ,$35.07 ,-2.40%
08/06/2024,$33.81 ,$35.07 ,-3.59%
08/05/2024,$33.05 ,$34.58 ,-4.42%
08/02/2024,$34.16 ,$35.46 ,-3.67%
08/01/2024,$34.89 ,$36.23 ,-3.70%
7/31/2024 ,$35.60 ,$35.93 ,-0.92%
7/30/2024 ,$34.43 ,$35.93 ,-4.17%
7/29/2024 ,$34.88 ,$36.70 ,-4.96%
7/26/2024 ,$34.94 ,$36.81 ,-5.08%
7/25/2024 ,$34.88 ,$36.48 ,-4.39%
7/24/2024 ,$34.83 ,$36.95 ,-5.74%
7/23/2024 ,$36.35 ,$38.31 ,-5.12%
7/22/2024 ,$36.19 ,$38.23 ,-5.34%
7/19/2024 ,$35.63 ,$37.62 ,-5.29%
7/18/2024 ,$35.95 ,$37.98 ,-5.34%
7/17/2024 ,$36.27 ,$38.11 ,-4.83%
7/16/2024 ,$37.80 ,$39.46 ,-4.21%
7/15/2024 ,$38.04 ,$39.59 ,-3.92%
07/12/2024,$38.55 ,$39.80 ,-3.14%
07/11/2024,$38.43 ,$39.55 ,-2.83%
07/10/2024,$38.95 ,$40.40 ,-3.59%
07/09/2024,$38.52 ,$40.05 ,-3.82%
07/08/2024,$38.53 ,$40.07 ,-3.84%
07/05/2024,$38.40 ,$39.92 ,-3.81%
07/03/2024,$38.31 ,$39.74 ,-3.60%
07/02/2024,$37.87 ,$39.34 ,-3.74%
07/01/2024,$37.69 ,$39.15 ,-3.73%
6/27/2024 ,$37.27 ,$38.98 ,-4.39%
6/26/2024 ,$36.81 ,$38.96 ,-5.52%
6/25/2024 ,$36.97 ,$38.91 ,-4.99%
6/24/2024 ,$36.64 ,$38.39 ,-4.56%
6/21/2024 ,$37.26 ,$38.89 ,-4.19%
6/20/2024 ,$37.36 ,$39.08 ,-4.40%
6/18/2024 ,$37.84 ,$39.45 ,-4.08%
6/17/2024 ,$37.95 ,$39.28 ,-3.39%
6/14/2024 ,$37.62 ,$38.96 ,-3.44%
6/13/2024 ,$37.86 ,$39.15 ,-3.30%
06/12/2024,$37.57 ,$38.90 ,-3.42%
06/11/2024,$37.03 ,$38.25 ,-3.19%
06/10/2024,$36.88 ,$38.04 ,-3.05%
06/07/2024,$36.83 ,$37.80 ,-2.57%
06/06/2024,$36.78 ,$37.80 ,-2.70%
06/05/2024,$36.84 ,$37.89 ,-2.77%
06/04/2024,$36.41 ,$37.12 ,-1.91%
06/03/2024,$36.66 ,$37.10 ,-1.19%
5/31/2024 ,$36.42 ,$36.96 ,-1.46%
5/30/2024 ,$36.24 ,$37.10 ,-2.32%
5/29/2024 ,$36.65 ,$37.68 ,-2.73%
5/28/2024 ,$36.96 ,$37.87 ,-2.40%
5/24/2024 ,$36.53 ,$37.40 ,-2.33%
5/23/2024 ,$36.68 ,$37.14 ,-1.24%
5/22/2024 ,$36.83 ,$36.97 ,-0.38%
5/21/2024 ,$36.50 ,$37.05 ,-1.48%
5/20/2024 ,$36.53 ,$36.97 ,-1.19%
5/17/2024 ,$36.04 ,$36.68 ,-1.74%
5/16/2024 ,$36.11 ,$36.71 ,-1.63%
5/15/2024 ,$36.60 ,$36.80 ,-0.54%
5/14/2024 ,$36.27 ,$36.17 ,0.28%
5/13/2024 ,$36.30 ,$36.17 ,0.36%
05/10/2024,$36.05 ,$36.15 ,-0.28%
05/09/2024,$36.14 ,$35.98 ,0.44%
05/08/2024,$36.26 ,$36.00 ,0.72%
05/07/2024,$36.28 ,$35.99 ,0.81%
05/06/2024,$35.98 ,$36.11 ,-0.36%
05/03/2024,$35.56 ,$35.63 ,-0.20%
05/02/2024,$34.91 ,$34.96 ,-0.14%
05/01/2024,$34.82 ,$34.52 ,0.87%
4/30/2024 ,$34.71 ,$34.78 ,-0.20%
4/29/2024 ,$35.00 ,$35.35 ,-0.99%
4/26/2024 ,$34.91 ,$35.46 ,-1.55%
4/25/2024 ,$34.09 ,$34.92 ,-2.38%
4/24/2024 ,$34.05 ,$34.91 ,-2.46%
4/23/2024 ,$34.17 ,$34.24 ,-0.20%
4/22/2024 ,$33.57 ,$34.24 ,-1.96%
4/19/2024 ,$32.97 ,$33.96 ,-2.92%
4/18/2024 ,$33.96 ,$34.89 ,-2.67%
4/17/2024 ,$34.25 ,$35.80 ,-4.33%
4/16/2024 ,$34.72 ,$35.80 ,-3.02%
4/15/2024 ,$34.61 ,$35.85 ,-3.46%
04/12/2024,$35.38 ,$36.43 ,-2.88%
04/11/2024,$36.29 ,$37.21 ,-2.47%
04/10/2024,$35.63 ,$36.67 ,-2.84%
04/09/2024,$35.84 ,$36.86 ,-2.77%
04/08/2024,$35.86 ,$36.87 ,-2.74%
04/05/2024,$36.10 ,$36.88 ,-2.11%
04/04/2024,$35.67 ,$36.43 ,-2.09%
04/03/2024,$36.14 ,$36.89 ,-2.03%
04/02/2024,$36.08 ,$36.77 ,-1.88%
04/01/2024,$36.31 ,$36.99 ,-1.84%
3/27/2024 ,$36.82 ,$36.91 ,-0.24%
3/26/2024 ,$36.66 ,$36.77 ,-0.30%
3/25/2024 ,$36.86 ,$36.96 ,-0.27%
3/22/2024 ,$36.93 ,$37.06 ,-0.35%
3/21/2024 ,$36.69 ,$37.02 ,-0.89%
3/20/2024 ,$36.55 ,$36.78 ,-0.63%
3/19/2024 ,$36.08 ,$36.41 ,-0.91%
3/18/2024 ,$36.05 ,$36.28 ,-0.63%
3/15/2024 ,$36.14 ,$36.12 ,0.06%
3/14/2024 ,$36.60 ,$36.50 ,0.27%
3/13/2024 ,$37.15 ,$36.87 ,0.76%
03/12/2024,$37.15 ,$37.09 ,0.16%
03/11/2024,$37.05 ,$36.53 ,1.42%
03/08/2024,$37.27 ,$36.79 ,1.30%
03/07/2024,$37.28 ,$37.38 ,-0.27%
03/06/2024,$36.96 ,$36.58 ,1.04%
03/05/2024,$36.74 ,$36.58 ,0.44%
03/04/2024,$37.31 ,$37.15 ,0.43%
03/01/2024,$37.25 ,$37.16 ,0.24%
2/29/2024 ,$36.79 ,$36.70 ,0.25%
2/28/2024 ,$37.00 ,$36.42 ,1.59%
2/27/2024 ,$37.26 ,$36.77 ,1.33%
2/26/2024 ,$36.74 ,$36.83 ,-0.24%
2/23/2024 ,$36.57 ,$36.70 ,-0.35%
2/22/2024 ,$36.35 ,$36.73 ,-1.03%
2/21/2024 ,$36.22 ,$35.77 ,1.26%
2/20/2024 ,$36.07 ,$36.04 ,0.08%
2/16/2024 ,$36.67 ,$36.39 ,0.77%
2/15/2024 ,$37.59 ,$36.57 ,2.79%
2/14/2024 ,$37.51 ,$36.52 ,2.71%
2/13/2024 ,$37.20 ,$36.44 ,2.09%
02/12/2024,$37.77 ,$36.86 ,2.47%
02/09/2024,$37.28 ,$36.98 ,0.81%
02/08/2024,$36.87 ,$36.58 ,0.79%
02/07/2024,$36.45 ,$36.35 ,0.28%
02/06/2024,$36.24 ,$35.95 ,0.81%
02/05/2024,$35.92 ,$36.03 ,-0.31%
02/02/2024,$35.82 ,$36.02 ,-0.56%
02/01/2024,$36.45 ,$35.62 ,2.33%
1/31/2024 ,$35.58 ,$35.29 ,0.82%
1/30/2024 ,$35.89 ,$35.78 ,0.31%
1/29/2024 ,$35.80 ,$35.94 ,-0.39%
1/26/2024 ,$35.50 ,$35.64 ,-0.39%
1/25/2024 ,$35.28 ,$35.77 ,-1.37%
1/24/2024 ,$35.16 ,$35.85 ,-1.92%
1/23/2024 ,$34.65 ,$35.64 ,-2.78%
1/22/2024 ,$34.57 ,$35.50 ,-2.62%
1/19/2024 ,$34.58 ,$35.38 ,-2.26%
1/18/2024 ,$34.29 ,$34.95 ,-1.89%
1/17/2024 ,$34.20 ,$34.66 ,-1.33%
1/16/2024 ,$34.37 ,$34.66 ,-0.84%
01/12/2024,$34.37 ,$34.60 ,-0.66%
01/11/2024,$34.15 ,$34.56 ,0.00%
01/10/2024,$34.33 ,$34.73 ,-1.15%
01/09/2024,$34.01 ,$34.50 ,-1.42%
01/08/2024,$33.99 ,$34.43 ,-1.28%
01/05/2024,$33.17 ,$33.83 ,-1.95%
01/04/2024,$33.02 ,$33.83 ,-2.39%
01/03/2024,$32.92 ,$34.13 ,-3.55%
01/02/2024,$33.22 ,$34.13 ,-2.67%
12/29/2023 ,$33.66 ,$34.70 ,-3.00%
12/28/2023 ,$34.05 ,$34.83 ,-2.24%
12/27/2023 ,$34.13 ,$34.82 ,-1.98%
12/26/2023 ,$34.23 ,$34.76 ,-1.52%
12/22/2023 ,$34.27 ,$34.63 ,-1.04%
12/21/2023 ,$34.22 ,$34.63 ,-1.18%
12/20/2023 ,$33.93 ,$34.37 ,-1.28%
12/19/2023 ,$34.25 ,$34.68 ,-1.24%
12/18/2023 ,$34.05 ,$34.56 ,-1.48%
12/15/2023 ,$33.92 ,$34.44 ,-1.51%
12/14/2023 ,$34.35 ,$34.27 ,0.23%
12/13/2023 ,$34.42 ,$34.48 ,-0.17%
12/12/2023,$34.48 ,$34.01 ,1.38%
12/11/2023,$34.38 ,$34.01 ,1.09%
12/08/2023,$34.14 ,$33.93 ,0.62%
12/07/2023,$34.05 ,$33.73 ,0.95%
12/06/2023,$33.66 ,$33.61 ,0.15%
12/05/2023,$33.94 ,$33.61 ,0.98%
12/04/2023,$33.75 ,$33.50 ,0.75%
12/01/2023,$34.08 ,$33.80 ,0.83%
11/30/2023 ,$34.01 ,$33.69 ,0.95%
11/29/2023 ,$34.41 ,$33.83 ,1.71%
11/28/2023 ,$34.00 ,$33.83 ,0.50%
11/27/2023 ,$33.84 ,$33.73 ,0.33%
11/24/2023 ,$33.77 ,$33.74 ,0.09%
11/22/2023 ,$33.60 ,$33.68 ,-0.24%
11/21/2023 ,$34.04 ,$33.60 ,1.31%
11/20/2023 ,$34.15 ,$33.76 ,1.16%
11/17/2023 ,$33.87 ,$33.43 ,1.32%
11/16/2023 ,$33.65 ,$33.37 ,0.84%
11/15/2023 ,$33.43 ,$33.25 ,0.54%
11/14/2023 ,$33.42 ,$33.12 ,0.91%
11/13/2023 ,$33.18 ,$32.84 ,1.04%
11/10/2023,$33.10 ,$32.83 ,0.82%
11/09/2023,$32.91 ,$32.31 ,1.86%
11/08/2023,$33.51 ,$32.44 ,3.30%
11/07/2023,$33.33 ,$32.24 ,3.38%
11/06/2023,$33.17 ,$31.97 ,3.75%
11/03/2023,$33.11 ,$31.91 ,3.76%
11/02/2023,$32.62 ,$31.55 ,3.39%
11/01/2023,$31.57 ,$31.14 ,1.38%
10/31/2023 ,$30.61 ,$30.79 ,-0.58%
10/30/2023 ,$30.37 ,$30.60 ,-0.75%
10/27/2023 ,$29.84 ,$30.23 ,-1.29%
10/26/2023 ,$29.72 ,$30.15 ,-1.43%
10/25/2023 ,$30.19 ,$30.74 ,-1.79%
10/24/2023 ,$30.84 ,$31.22 ,-1.22%
10/23/2023 ,$30.60 ,$31.01 ,-1.32%
10/20/2023 ,$30.51 ,$30.94 ,-1.39%
10/19/2023 ,$31.08 ,$31.36 ,-0.89%
10/18/2023 ,$31.17 ,$31.59 ,-1.33%
10/17/2023 ,$31.65 ,$32.05 ,-1.25%
10/16/2023 ,$31.95 ,$32.15 ,-0.62%
10/13/2023 ,$31.71 ,$31.91 ,-0.63%
10/12/2023,$32.67 ,$32.58 ,0.28%
10/11/2023,$32.79 ,$32.62 ,0.52%
10/10/2023,$32.64 ,$32.43 ,0.65%
10/09/2023,$32.46 ,$32.25 ,0.65%
10/06/2023,$32.42 ,$32.25 ,0.53%
10/05/2023,$31.63 ,$31.75 ,-0.38%
10/04/2023,$31.61 ,$31.75 ,-0.44%
10/03/2023,$31.12 ,$31.37 ,-0.80%
10/02/2023,$31.78 ,$31.91 ,-0.41%
9/29/2023 ,$31.41 ,$31.72 ,-0.98%
9/28/2023 ,$31.03 ,$31.31 ,-0.89%
9/27/2023 ,$30.75 ,$31.31 ,-1.79%
9/26/2023 ,$30.61 ,$31.31 ,-2.24%
9/25/2023 ,$31.14 ,$31.67 ,-1.67%
9/22/2023 ,$31.00 ,$31.67 ,-2.12%
9/21/2023 ,$30.88 ,$32.23 ,-4.19%
9/20/2023 ,$31.45 ,$32.23 ,-2.42%
9/19/2023 ,$31.68 ,$32.61 ,-2.85%
9/18/2023 ,$31.83 ,$32.59 ,-2.33%
9/15/2023 ,$31.82 ,$32.66 ,-2.57%
9/14/2023 ,$31.97 ,$33.10 ,-3.41%
9/13/2023 ,$32.57 ,$33.17 ,-1.81%
09/12/2023,$32.83 ,$33.13 ,-0.91%
09/11/2023,$33.30 ,$33.43 ,-0.39%
09/08/2023,$33.22 ,$33.25 ,-0.09%
09/07/2023,$33.05 ,$33.29 ,-0.72%
09/06/2023,$33.34 ,$33.57 ,-0.69%
09/05/2023,$33.67 ,$33.78 ,-0.33%
09/01/2023,$33.59 ,$33.69 ,-0.30%
8/31/2023 ,$33.74 ,$33.69 ,0.15%
8/30/2023 ,$33.22 ,$33.46 ,-0.72%
8/29/2023 ,$32.99 ,$33.01 ,-0.06%
8/28/2023 ,$32.30 ,$32.58 ,-0.86%
8/25/2023 ,$32.12 ,$32.39 ,-0.83%
8/24/2023 ,$31.94 ,$32.33 ,-1.21%
8/23/2023 ,$32.59 ,$32.84 ,-0.76%
8/22/2023 ,$32.25 ,$32.36 ,-0.34%
8/21/2023 ,$32.20 ,$32.45 ,-0.77%
8/18/2023 ,$31.90 ,$31.97 ,-0.22%
8/17/2023 ,$31.93 ,$32.06 ,-0.41%
8/16/2023 ,$32.70 ,$32.55 ,0.46%
8/15/2023 ,$33.23 ,$32.87 ,1.10%
8/14/2023 ,$33.57 ,$33.20 ,1.11%
08/11/2023,$33.58 ,$33.13 ,1.36%
08/10/2023,$33.96 ,$33.40 ,1.68%
08/09/2023,$34.14 ,$33.42 ,2.15%
08/08/2023,$34.44 ,$33.83 ,1.80%
08/07/2023,$34.46 ,$34.18 ,0.82%
08/04/2023,$33.91 ,$34.01 ,-0.29%
08/03/2023,$34.08 ,$34.11 ,-0.09%
08/02/2023,$34.24 ,$34.13 ,0.32%
7/31/2023 ,$35.05 ,$34.85 ,0.57%
7/28/2023 ,$34.94 ,$34.79 ,0.43%
7/27/2023 ,$34.22 ,$34.39 ,-0.49%
7/26/2023 ,$34.19 ,$34.51 ,-0.93%
7/25/2023 ,$34.33 ,$34.56 ,-0.67%
7/24/2023 ,$34.28 ,$34.46 ,-0.52%
7/21/2023 ,$34.39 ,$34.42 ,-0.09%
7/20/2023 ,$34.45 ,$34.60 ,-0.43%
7/19/2023 ,$35.17 ,$35.18 ,-0.03%
7/18/2023 ,$35.16 ,$35.20 ,-0.11%
7/17/2023 ,$34.87 ,$34.94 ,-0.20%
7/14/2023 ,$34.46 ,$34.72 ,-0.75%
7/13/2023 ,$34.53 ,$34.71 ,-0.52%
07/12/2023,$34.25 ,$34.44 ,-0.55%
07/11/2023,$34.26 ,$33.92 ,1.00%
07/10/2023,$34.30 ,$33.92 ,1.12%
07/07/2023,$34.42 ,$33.86 ,1.65%
07/06/2023,$34.06 ,$33.86 ,0.59%
07/05/2023,$34.45 ,$34.10 ,1.03%
07/03/2023,$34.55 ,$34.19 ,1.05%
6/30/2023 ,$34.44 ,$34.14 ,0.88%
