Date,Share Price,NAV,Discount
06/05/2024,$20.04 ,$21.74 ,-7.82%
06/04/2024,$19.83 ,$21.37 ,-7.21%
06/03/2024,$19.89 ,$21.41 ,-7.10%
5/31/2024 ,$19.95 ,$21.38 ,-6.69%
5/30/2024 ,$20.00 ,$21.34 ,-6.28%
5/29/2024 ,$19.91 ,$21.64 ,-7.99%
5/28/2024 ,$19.96 ,$21.76 ,-8.27%
5/24/2024 ,$19.96 ,$21.76 ,-8.27%
5/23/2024 ,$19.82 ,$21.64 ,-8.41%
5/22/2024 ,$20.00 ,$21.76 ,-8.09%
5/21/2024 ,$20.00 ,$21.80 ,-8.26%
5/20/2024 ,$19.93 ,$21.78 ,-8.49%
5/17/2024 ,$19.89 ,$21.69 ,-8.30%
5/16/2024 ,$19.64 ,$21.67 ,-9.37%
5/15/2024 ,$20.08 ,$21.77 ,-7.76%
5/14/2024 ,$19.97 ,$21.45 ,-6.90%
5/13/2024 ,$19.92 ,$21.30 ,-6.48%
05/10/2024,$19.90 ,$21.36 ,-6.84%
05/09/2024,$20.00 ,$21.43 ,-6.67%
05/08/2024,$20.04 ,$21.40 ,-6.36%
05/07/2024,$20.03 ,$21.40 ,-6.40%
05/06/2024,$20.08 ,$21.43 ,-6.30%
05/03/2024,$19.98 ,$21.17 ,-5.62%
05/02/2024,$19.63 ,$20.94 ,-6.26%
05/01/2024,$19.40 ,$20.80 ,-6.73%
4/30/2024 ,$19.38 ,$20.92 ,-7.36%
4/29/2024 ,$19.59 ,$21.13 ,-7.29%
4/26/2024 ,$19.43 ,$21.12 ,-8.00%
4/25/2024 ,$19.16 ,$20.90 ,-8.33%
4/24/2024 ,$19.18 ,$20.89 ,-8.19%
4/23/2024 ,$19.16 ,$20.85 ,-8.11%
4/22/2024 ,$18.86 ,$20.58 ,-8.36%
4/19/2024 ,$18.76 ,$20.41 ,-8.08%
4/18/2024 ,$18.97 ,$20.69 ,-8.31%
4/17/2024 ,$19.10 ,$20.78 ,-8.08%
4/16/2024 ,$19.16 ,$20.94 ,-8.50%
4/15/2024 ,$19.39 ,$20.93 ,-7.36%
04/12/2024,$19.64 ,$21.20 ,-7.36%
04/11/2024,$19.88 ,$21.56 ,-7.79%
04/10/2024,$19.71 ,$21.42 ,-7.98%
04/09/2024,$20.06 ,$21.75 ,-7.77%
04/08/2024,$20.08 ,$21.72 ,-7.55%
04/05/2024,$19.92 ,$21.71 ,-8.25%
04/04/2024,$19.77 ,$21.47 ,-7.92%
04/03/2024,$19.86 ,$21.71 ,-8.52%
04/02/2024,$19.90 ,$21.62 ,-7.96%
04/01/2024,$20.00 ,$21.79 ,-8.21%
3/27/2024 ,$20.03 ,$21.76 ,-7.95%
3/26/2024 ,$19.95 ,$21.70 ,-8.06%
3/25/2024 ,$19.86 ,$21.74 ,-8.65%
3/22/2024 ,$19.91 ,$21.79 ,-8.63%
3/21/2024 ,$19.92 ,$21.80 ,-8.62%
3/20/2024 ,$19.66 ,$21.61 ,-9.02%
3/19/2024 ,$19.35 ,$21.42 ,-9.66%
3/18/2024 ,$19.26 ,$21.35 ,-9.79%
3/15/2024 ,$19.25 ,$21.24 ,-9.37%
3/14/2024 ,$19.41 ,$21.45 ,-9.51%
3/13/2024 ,$19.63 ,$21.56 ,-8.95%
03/12/2024,$19.59 ,$21.63 ,-9.43%
03/11/2024,$19.64 ,$21.38 ,-8.14%
03/08/2024,$19.80 ,$21.49 ,-7.86%
03/07/2024,$19.98 ,$21.85 ,-8.56%
03/06/2024,$19.88 ,$21.63 ,-8.09%
03/05/2024,$19.72 ,$21.43 ,-7.98%
03/04/2024,$20.16 ,$21.70 ,-7.10%
03/01/2024,$19.85 ,$21.69 ,-8.48%
2/29/2024 ,$19.44 ,$21.47 ,-9.46%
2/28/2024 ,$19.32 ,$21.31 ,-9.34%
2/27/2024 ,$19.31 ,$21.34 ,-9.51%
2/26/2024 ,$19.19 ,$21.35 ,-10.12%
2/23/2024 ,$19.04 ,$21.36 ,-10.86%
2/22/2024 ,$18.92 ,$21.33 ,-11.30%
2/21/2024 ,$18.74 ,$20.88 ,-10.25%
2/20/2024 ,$18.86 ,$21.04 ,-10.36%
2/16/2024 ,$19.21 ,$21.20 ,-9.39%
2/15/2024 ,$19.32 ,$21.32 ,-9.38%
2/14/2024 ,$19.30 ,$21.28 ,-9.30%
2/13/2024 ,$19.26 ,$20.99 ,-8.24%
02/12/2024,$19.55 ,$21.31 ,-8.26%
02/09/2024,$19.48 ,$21.36 ,-8.80%
02/08/2024,$19.79 ,$21.38 ,-7.44%
02/07/2024,$19.51 ,$21.28 ,-8.32%
02/06/2024,$19.35 ,$21.03 ,-7.99%
02/05/2024,$19.04 ,$21.01 ,-9.38%
02/02/2024,$19.06 ,$21.07 ,-9.54%
02/01/2024,$18.90 ,$20.82 ,-9.22%
1/31/2024 ,$18.68 ,$20.61 ,-9.36%
1/30/2024 ,$18.85 ,$20.88 ,-9.72%
1/29/2024 ,$18.75 ,$20.94 ,-10.46%
1/26/2024 ,$18.46 ,$20.72 ,-10.91%
1/25/2024 ,$18.64 ,$20.76 ,-10.21%
1/24/2024 ,$18.61 ,$20.76 ,-10.36%
1/23/2024 ,$18.61 ,$20.69 ,-10.05%
1/22/2024 ,$18.60 ,$20.66 ,-9.97%
1/19/2024 ,$18.46 ,$20.56 ,-10.21%
1/18/2024 ,$18.14 ,$20.33 ,-10.77%
1/17/2024 ,$18.05 ,$20.12 ,-10.29%
1/16/2024 ,$18.07 ,$20.20 ,-10.54%
01/12/2024,$18.02 ,$20.25 ,-11.01%
01/11/2024,$17.97 ,$20.25 ,0.00%
01/10/2024,$18.14 ,$20.30 ,-10.64%
01/09/2024,$17.94 ,$20.20 ,-11.19%
01/08/2024,$17.82 ,$20.15 ,-11.56%
01/05/2024,$17.38 ,$19.82 ,-12.31%
01/04/2024,$17.36 ,$19.78 ,-12.46%
01/03/2024,$17.13 ,$19.83 ,-13.62%
01/02/2024,$17.28 ,$20.00 ,-13.60%
12/29/2023 ,$17.40 ,$20.26 ,-14.12%
12/28/2023 ,$17.58 ,$20.32 ,-13.48%
12/27/2023 ,$17.48 ,$20.32 ,-13.98%
12/26/2023 ,$17.62 ,$20.27 ,-13.07%
12/22/2023 ,$17.53 ,$20.20 ,-13.22%
12/21/2023 ,$17.43 ,$20.18 ,-13.63%
12/20/2023 ,$17.32 ,$19.95 ,-13.18%
12/19/2023 ,$17.53 ,$20.21 ,-13.26%
12/18/2023 ,$17.44 ,$20.07 ,-13.10%
12/15/2023 ,$17.35 ,$19.99 ,-13.21%
12/14/2023 ,$17.40 ,$19.95 ,-12.78%
12/13/2023 ,$17.09 ,$19.82 ,-13.77%
12/12/2023,$16.81 ,$19.58 ,-14.15%
12/11/2023,$17.09 ,$19.51 ,-12.40%
12/08/2023,$17.16 ,$19.38 ,-11.46%
12/07/2023,$17.23 ,$19.46 ,-11.46%
12/06/2023,$17.02 ,$19.33 ,-11.95%
12/05/2023,$17.16 ,$19.40 ,-11.55%
12/04/2023,$17.27 ,$19.43 ,-11.12%
12/01/2023,$17.51 ,$19.53 ,-10.34%
11/30/2023 ,$17.23 ,$19.45 ,-11.41%
11/29/2023 ,$17.04 ,$19.41 ,-12.21%
11/28/2023 ,$16.88 ,$19.31 ,-12.58%
11/27/2023 ,$16.84 ,$19.30 ,-12.75%
11/24/2023 ,$16.78 ,$19.32 ,-13.15%
11/22/2023 ,$16.77 ,$19.30 ,-13.11%
11/21/2023 ,$16.74 ,$19.23 ,-12.95%
11/20/2023 ,$16.88 ,$19.30 ,-12.54%
11/17/2023 ,$16.77 ,$19.16 ,-12.47%
11/16/2023 ,$16.69 ,$19.11 ,-12.66%
11/15/2023 ,$16.68 ,$19.08 ,-12.58%
11/14/2023 ,$16.65 ,$19.14 ,-13.01%
11/13/2023 ,$16.34 ,$18.78 ,-12.99%
11/10/2023,$16.41 ,$18.74 ,-12.43%
11/09/2023,$16.36 ,$18.66 ,-12.33%
11/08/2023,$16.61 ,$18.74 ,-11.37%
11/07/2023,$16.53 ,$18.69 ,-11.56%
11/06/2023,$16.46 ,$18.60 ,-11.51%
11/03/2023,$16.57 ,$18.59 ,-10.87%
11/02/2023,$16.29 ,$18.35 ,-11.23%
11/01/2023,$15.89 ,$18.13 ,-12.36%
10/31/2023 ,$15.54 ,$18.00 ,-13.67%
10/30/2023 ,$15.31 ,$17.85 ,-14.23%
10/27/2023 ,$15.13 ,$17.79 ,-14.95%
10/26/2023 ,$15.16 ,$17.81 ,-14.88%
10/25/2023 ,$15.36 ,$17.92 ,-14.29%
10/24/2023 ,$15.64 ,$18.22 ,-14.16%
10/23/2023 ,$15.54 ,$18.07 ,-14.00%
10/20/2023 ,$15.61 ,$18.10 ,-13.76%
10/19/2023 ,$15.93 ,$18.36 ,-13.24%
10/18/2023 ,$16.13 ,$18.50 ,-12.81%
10/17/2023 ,$16.36 ,$18.73 ,-12.65%
10/16/2023 ,$16.37 ,$18.76 ,-12.74%
10/13/2023 ,$16.33 ,$18.58 ,-12.11%
10/12/2023,$16.50 ,$18.72 ,-11.86%
10/11/2023,$16.47 ,$18.83 ,-12.53%
10/10/2023,$16.60 ,$18.91 ,-12.22%
10/09/2023,$16.51 ,$18.76 ,-11.99%
10/06/2023,$16.53 ,$18.71 ,-11.65%
10/05/2023,$16.34 ,$18.46 ,-11.48%
10/04/2023,$16.46 ,$18.47 ,-10.88%
10/03/2023,$16.32 ,$18.34 ,-11.01%
10/02/2023,$16.68 ,$18.64 ,-10.52%
9/29/2023 ,$16.51 ,$18.63 ,-11.38%
9/28/2023 ,$16.43 ,$18.67 ,-12.00%
9/27/2023 ,$16.38 ,$18.50 ,-11.46%
9/26/2023 ,$16.30 ,$18.46 ,-11.70%
9/25/2023 ,$16.79 ,$18.64 ,-9.92%
9/22/2023 ,$16.88 ,$18.64 ,-9.44%
9/21/2023 ,$17.39 ,$18.59 ,-6.46%
9/20/2023 ,$17.70 ,$18.86 ,-6.15%
9/19/2023 ,$17.65 ,$18.94 ,-6.81%
9/18/2023 ,$17.75 ,$18.99 ,-6.53%
9/15/2023 ,$17.79 ,$19.02 ,-6.47%
9/14/2023 ,$17.99 ,$19.24 ,-6.50%
9/13/2023 ,$17.90 ,$19.14 ,-6.48%
09/12/2023,$17.98 ,$19.17 ,-6.21%
09/11/2023,$18.08 ,$19.34 ,-6.51%
09/08/2023,$18.02 ,$19.28 ,-6.54%
09/07/2023,$18.16 ,$19.44 ,-6.58%
09/06/2023,$18.32 ,$19.52 ,-6.17%
09/05/2023,$18.34 ,$19.56 ,-6.24%
09/01/2023,$18.28 ,$19.62 ,-6.83%
8/31/2023 ,$18.23 ,$19.53 ,-6.66%
8/30/2023 ,$18.16 ,$19.51 ,-6.92%
8/29/2023 ,$17.96 ,$19.42 ,-7.52%
8/28/2023 ,$17.79 ,$19.16 ,-7.15%
8/25/2023 ,$17.69 ,$19.05 ,-7.14%
8/24/2023 ,$17.60 ,$18.96 ,-7.17%
8/23/2023 ,$17.86 ,$19.24 ,-7.17%
8/22/2023 ,$17.57 ,$19.02 ,-7.62%
8/21/2023 ,$17.51 ,$19.03 ,-7.99%
8/18/2023 ,$17.48 ,$18.89 ,-7.46%
8/17/2023 ,$17.39 ,$18.91 ,-8.04%
8/16/2023 ,$17.59 ,$19.11 ,-7.95%
8/15/2023 ,$17.80 ,$19.27 ,-7.63%
8/14/2023 ,$18.02 ,$19.42 ,-7.21%
08/11/2023,$18.04 ,$19.27 ,-6.38%
08/10/2023,$18.09 ,$19.36 ,-6.56%
08/09/2023,$18.15 ,$19.51 ,-6.97%
08/08/2023,$18.22 ,$19.62 ,-7.14%
08/07/2023,$18.28 ,$19.76 ,-7.49%
08/04/2023,$18.10 ,$19.62 ,-7.75%
08/03/2023,$18.20 ,$19.68 ,-7.52%
08/02/2023,$18.26 ,$19.71 ,-7.36%
08/01/2023,$18.58 ,$20.09 ,-7.52%
7/31/2023 ,$18.57 ,$20.11 ,-7.66%
7/28/2023 ,$18.61 ,$20.02 ,-7.04%
7/27/2023 ,$18.36 ,$19.90 ,-7.74%
7/26/2023 ,$18.47 ,$19.99 ,-7.60%
7/25/2023 ,$18.55 ,$20.08 ,-7.62%
