Date,Share Price,NAV,Discount
8/30/2024 ,$32.90 ,$32.16 ,2.30%
8/29/2024 ,$32.61 ,$31.74 ,2.74%
8/28/2024 ,$32.52 ,$31.63 ,2.81%
8/27/2024 ,$32.95 ,$31.99 ,3.00%
8/26/2024 ,$32.86 ,$31.90 ,3.01%
8/23/2024 ,$32.71 ,$32.17 ,1.68%
8/22/2024 ,$32.31 ,$31.67 ,2.02%
8/21/2024 ,$32.71 ,$32.20 ,1.58%
8/20/2024 ,$32.63 ,$31.97 ,2.06%
8/19/2024 ,$32.58 ,$32.18 ,1.24%
8/16/2024 ,$32.69 ,$32.23 ,1.43%
8/15/2024 ,$32.80 ,$32.25 ,1.71%
8/14/2024 ,$31.99 ,$31.34 ,2.07%
8/13/2024 ,$32.05 ,$31.35 ,2.23%
08/12/2024,$31.39 ,$30.59 ,2.62%
08/09/2024,$31.29 ,$30.63 ,2.15%
08/08/2024,$31.03 ,$30.44 ,1.94%
08/07/2024,$30.11 ,$29.37 ,2.52%
08/06/2024,$30.34 ,$29.82 ,1.74%
08/05/2024,$29.62 ,$29.56 ,0.20%
08/02/2024,$31.11 ,$30.41 ,2.30%
08/01/2024,$32.33 ,$31.19 ,3.66%
7/31/2024 ,$33.17 ,$32.34 ,2.57%
7/30/2024 ,$32.14 ,$31.33 ,2.59%
7/29/2024 ,$32.35 ,$31.73 ,1.95%
7/26/2024 ,$32.63 ,$31.70 ,2.93%
7/25/2024 ,$32.26 ,$31.28 ,3.13%
7/24/2024 ,$32.61 ,$31.75 ,2.71%
7/23/2024 ,$33.71 ,$32.94 ,2.34%
7/22/2024 ,$33.42 ,$32.97 ,1.36%
7/19/2024 ,$32.77 ,$32.31 ,1.42%
7/18/2024 ,$33.10 ,$32.67 ,1.32%
7/17/2024 ,$33.39 ,$32.96 ,1.30%
7/16/2024 ,$34.26 ,$34.05 ,0.62%
7/15/2024 ,$34.21 ,$33.80 ,1.21%
07/12/2024,$34.24 ,$33.65 ,1.75%
07/11/2024,$33.93 ,$33.38 ,1.65%
07/10/2024,$34.42 ,$33.71 ,2.11%
07/09/2024,$34.07 ,$33.39 ,2.04%
07/08/2024,$34.09 ,$33.48 ,1.82%
07/05/2024,$34.17 ,$33.31 ,2.58%
07/03/2024,$33.88 ,$33.17 ,2.13%
07/02/2024,$33.56 ,$32.89 ,2.04%
07/01/2024,$33.26 ,$32.67 ,1.81%
6/27/2024 ,$33.09 ,$32.61 ,1.47%
6/26/2024 ,$32.86 ,$32.46 ,1.23%
6/25/2024 ,$33.08 ,$32.49 ,1.82%
6/24/2024 ,$32.76 ,$32.18 ,1.80%
6/21/2024 ,$33.14 ,$32.57 ,1.75%
6/20/2024 ,$33.11 ,$32.68 ,1.32%
6/18/2024 ,$33.44 ,$32.91 ,1.61%
6/17/2024 ,$33.68 ,$32.87 ,2.46%
6/14/2024 ,$33.32 ,$32.69 ,1.93%
6/13/2024 ,$33.42 ,$32.82 ,1.83%
06/12/2024,$33.34 ,$32.74 ,1.83%
06/11/2024,$32.86 ,$32.23 ,1.95%
06/10/2024,$32.56 ,$32.16 ,1.24%
06/07/2024,$32.44 ,$31.86 ,1.82%
06/06/2024,$32.54 ,$32.04 ,1.56%
06/05/2024,$32.60 ,$32.16 ,1.36%
06/04/2024,$32.01 ,$31.40 ,1.94%
06/03/2024,$32.08 ,$31.55 ,1.66%
5/31/2024 ,$32.00 ,$31.55 ,1.43%
5/30/2024 ,$31.94 ,$31.58 ,1.14%
5/29/2024 ,$32.21 ,$31.81 ,1.26%
5/28/2024 ,$32.54 ,$32.10 ,1.37%
5/24/2024 ,$32.39 ,$31.96 ,1.35%
5/23/2024 ,$32.00 ,$31.60 ,1.27%
5/22/2024 ,$32.25 ,$31.82 ,1.35%
5/21/2024 ,$32.12 ,$31.69 ,1.36%
5/20/2024 ,$31.82 ,$31.54 ,0.89%
5/17/2024 ,$31.72 ,$31.23 ,1.57%
5/16/2024 ,$31.74 ,$31.37 ,1.18%
5/15/2024 ,$31.90 ,$31.53 ,1.17%
5/14/2024 ,$31.34 ,$31.05 ,0.93%
5/13/2024 ,$31.08 ,$30.72 ,1.17%
05/10/2024,$31.16 ,$30.65 ,1.66%
05/09/2024,$31.56 ,$30.96 ,1.94%
05/08/2024,$31.51 ,$30.95 ,1.81%
05/07/2024,$31.57 ,$30.88 ,2.23%
05/06/2024,$31.33 ,$30.95 ,1.23%
05/03/2024,$31.05 ,$30.59 ,1.50%
05/02/2024,$30.69 ,$30.14 ,1.82%
05/01/2024,$30.45 ,$29.85 ,2.01%
4/30/2024 ,$30.98 ,$30.07 ,3.03%
4/29/2024 ,$31.25 ,$30.62 ,2.06%
4/26/2024 ,$31.17 ,$30.55 ,2.03%
4/25/2024 ,$30.43 ,$29.85 ,1.94%
4/24/2024 ,$30.47 ,$29.79 ,2.28%
4/23/2024 ,$30.45 ,$29.66 ,2.66%
4/22/2024 ,$29.73 ,$29.13 ,2.06%
4/19/2024 ,$29.56 ,$28.91 ,2.25%
4/18/2024 ,$30.22 ,$29.47 ,2.54%
4/17/2024 ,$30.48 ,$29.75 ,2.45%
4/16/2024 ,$30.85 ,$30.24 ,2.02%
4/15/2024 ,$30.76 ,$30.20 ,1.85%
04/12/2024,$31.32 ,$30.73 ,1.92%
04/11/2024,$31.90 ,$31.42 ,1.53%
04/10/2024,$31.52 ,$30.98 ,1.74%
04/09/2024,$31.92 ,$31.42 ,1.59%
04/08/2024,$31.88 ,$31.22 ,2.11%
04/05/2024,$31.81 ,$31.21 ,1.92%
04/04/2024,$31.60 ,$30.83 ,2.50%
04/03/2024,$31.99 ,$31.35 ,2.04%
04/02/2024,$31.72 ,$31.16 ,1.80%
04/01/2024,$31.93 ,$31.41 ,1.66%
3/27/2024 ,$31.71 ,$31.19 ,1.67%
3/26/2024 ,$31.67 ,$31.02 ,2.10%
3/25/2024 ,$31.91 ,$31.00 ,2.94%
3/22/2024 ,$32.11 ,$31.10 ,3.25%
3/21/2024 ,$32.20 ,$31.15 ,3.37%
3/20/2024 ,$31.82 ,$30.78 ,3.38%
3/19/2024 ,$31.43 ,$30.41 ,3.35%
3/18/2024 ,$31.42 ,$30.30 ,3.70%
3/15/2024 ,$31.53 ,$30.06 ,4.89%
3/14/2024 ,$31.62 ,$30.32 ,4.29%
