Date,Share Turnover,Normalized Share Turnover
07/07/2023,0.25072842549999996,0.8697279683243154
14/07/2023,0.29997584775,1.2560506491188361
21/07/2023,0.292258158,1.195509031760165
28/07/2023,0.25668546875,0.9164581485612904
04/08/2023,0.31141238800000004,1.3457648856521898
11/08/2023,0.23243968199999998,0.7262614457230568
18/08/2023,0.1550378795,0.11908099903220501
25/08/2023,0.18789349100000005,0.3768176953691039
01/09/2023,0.16567715575,0.20254107744500902
08/09/2023,0.19946119824999997,0.4675608748350338
15/09/2023,0.15595362375,0.12626457854599699
22/09/2023,0.12152295925,-0.14382766188952584
29/09/2023,0.12752637125,-0.09673374079086393
06/10/2023,0.1048294745,-0.27478013586236294
13/10/2023,0.147107973,0.05687464187551359
20/10/2023,0.112510537,-0.21452584191603855
27/10/2023,0.09564434399999999,-0.3468331302342159
03/11/2023,0.14711160225,0.056903111621242716
10/11/2023,0.119441486,-0.16015583277043088
17/11/2023,0.15742667575,0.13781997315530023
24/11/2023,0.1567685925,0.13265762203699435
01/12/2023,0.19128115199999998,0.4033922899235025
08/12/2023,0.246449038,0.8361582021187646
15/12/2023,0.20411590575,0.5040748485123945
22/12/2023,0.18077567374999998,0.32098179339099564
29/12/2023,0.119463376,-0.1599841160978371
05/01/2024,0.10716852974999999,-0.2564313563035203
12/01/2024,0.13363157475,-0.04884131363106279
19/01/2024,0.09846761975,-0.32468587040759295
26/01/2024,0.121400801,-0.14478593544913673
02/02/2024,0.09996432849999999,-0.3129448998095103
09/02/2024,0.2645813695,0.9783977467303594
16/02/2024,0.21272471125,0.5716068464780061
23/02/2024,0.11330903125,-0.20826203306746452
01/03/2024,0.445482904,2.397484524777558
08/03/2024,0.38626534575,1.9329508536117401
15/03/2024,0.290932405,1.1851091279757315
22/03/2024,0.148318317,0.06636921676696517
29/03/2024,0.10620361675000001,-0.26400064135160173
05/04/2024,0.116516191,-0.18310338524897313
12/04/2024,0.10361606100000001,-0.2842987895261546
19/04/2024,0.114144425,-0.20170876513435995
26/04/2024,0.1031725205,-0.2877781544791283
03/05/2024,0.10643367274999999,-0.26219596109439586
10/05/2024,0.12504050575,-0.11623417716252817
17/05/2024,0.1205783275,-0.1512378501461025
24/05/2024,0.092420905,-0.3721194810514428
31/05/2024,0.267894268,1.0043858649149644
07/06/2024,0.16522266925,0.19897584631121268
14/06/2024,0.12124831325,-0.14598212955792228
21/06/2024,0.10509928375,-0.27266361020475544
28/06/2024,0.10211708575,-0.29605753974225635
05/07/2024,0.06186330775,-0.6118293450181657
12/07/2024,0.11944081375000001,-0.1601611062529868
19/07/2024,0.11135788,-0.22356788964020272
26/07/2024,0.0841100585,-0.4373141319156666
02/08/2024,0.0898840175,-0.39202016082507524
09/08/2024,0.1231383425,-0.13115574609903874
16/08/2024,0.09096234375000001,-0.383561202596635
23/08/2024,0.181241598,0.32463674825124084
30/08/2024,0.1104923495,-0.23035756609010916
06/09/2024,0.1802293055,0.31669579348688887
13/09/2024,0.13118269275000002,-0.06805163197801832
20/09/2024,0.1665332585,0.2092567976655849
27/09/2024,0.08857440225,-0.4022934716111922
04/10/2024,0.08384036824999999,-0.4394297240746886
11/10/2024,0.1043943375,-0.2781935793416891
18/10/2024,0.11128175025,-0.2241650914380738
25/10/2024,0.07482619475,-0.5101416418272349
01/11/2024,0.07683258525,-0.494402459525553
